ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
4428,Maharashtra,Pune,Wakad,House,5,1911,131.81,6897.51,2013,Semi Furnished,22,23,11,8,3,5,3,Gated Community,"Clubhouse, Library",North,Individual,Available
4429,Kerala,Kochi,Edapally,Apartment,3,1228,74.76,6087.65,2011,Fully Furnished,0,12,13,3,0,1,3,CCTV,"Garden, Gym, Clubhouse, Swimming Pool",East,Agent,Available
4430,Madhya Pradesh,Indore,Palasia,Studio,2,709,31.56,4451.3,2015,Unfurnished,20,20,9,6,7,9,1,None,"Gym, Clubhouse, Playground",,Builder,Available
4431,Karnataka,Mysore,Saraswathipuram,Villa,2,634,23.22,3662.71,2011,Semi Furnished,12,30,13,2,4,5,1,Security Guard,"Clubhouse, Gym, Library, Swimming Pool, Playground",,Builder,Available
4432,Karnataka,Bangalore,Electronic City,Villa,4,1673,135.93,8125.12,2022,Semi Furnished,24,29,2,8,0,2,0,Gated Community,"Gym, Playground",South-East,Builder,Available
4433,Rajasthan,Jaipur,Malviya Nagar,Apartment,2,956,41.35,4325.45,2013,Fully Furnished,8,13,11,8,5,4,2,Security Guard,"Garden, Gym, Clubhouse, Playground, Library",South-East,Builder,Available
4434,Maharashtra,Pune,Baner,Apartment,3,1356,98.0,7227.18,1994,Semi Furnished,19,25,30,9,,1,2,Gated Community,"Gym, Playground, Clubhouse, Garden",North-West,Builder,Sold
4435,Rajasthan,Jaipur,Mansarovar,House,3,1163,62.35,5361.0,2013,Semi Furnished,2,11,11,4,1,4,1,Gated Community,"Swimming Pool, Library, Playground, Gym, Garden",South,Individual,Available
4436,West Bengal,Kolkata,Rajarhat,Apartment,2,473,23.57,4982.22,2011,Semi Furnished,14,27,13,3,7,5,3,CCTV,"Clubhouse, Playground, Library, Garden",North-East,Builder,Under Construction
4437,Karnataka,Bangalore,HSR Layout,Apartment,3,1213,73.5,6059.59,2022,Semi Furnished,29,38,2,9,6,2,2,None,"Swimming Pool, Library, Clubhouse, Gym, Playground",North-East,Builder,Available
4438,Punjab,Chandigarh,Panchkula,Villa,3,1390,60.94,4383.92,2006,Semi Furnished,3,4,18,9,3,6,1,None,"Clubhouse, Garden, Playground, Library",North-East,Builder,Sold
4439,Karnataka,Bangalore,HSR Layout,Apartment,1,300,25.74,8581.05,2001,Semi Furnished,10,28,23,8,1,4,0,Security Guard,Library,West,Builder,Under Construction
4440,Telangana,Hyderabad,Kukatpally,Apartment,3,1467,73.58,5015.77,2019,Fully Furnished,3,20,5,4,7,5,2,CCTV,"Garden, Gym",East,Individual,Sold
4441,Haryana,Gurgaon,Golf Course Road,Apartment,1,300,24.44,8147.15,2015,Unfurnished,9,28,9,0,2,5,3,Security Guard,None,North-East,Agent,Available
4442,Delhi,Delhi,Pitampura,Apartment,2,859,58.79,6844.1,2002,Semi Furnished,10,20,22,1,4,4,3,Security Guard,"Library, Swimming Pool, Playground, Garden, Clubhouse, Gym",West,Builder,Under Construction
4443,Delhi,Delhi,Saket,House,3,1324,121.08,9145.08,1995,Semi Furnished,27,41,29,9,4,1,3,None,"Playground, Library, Swimming Pool, Garden, Gym, Clubhouse",East,Builder,Under Construction
4444,Punjab,Chandigarh,Sector 22,Apartment,3,1420,82.92,5839.65,1992,Fully Furnished,6,19,32,6,3,5,1,CCTV,"Clubhouse, Gym, Library, Playground, Garden",East,Agent,Available
4445,Punjab,Chandigarh,Panchkula,Penthouse,2,868,47.77,5503.98,2000,Unfurnished,16,30,24,2,5,4,2,None,None,North,Builder,Available
4446,Telangana,Hyderabad,Madhapur,Apartment,3,1151,72.44,6293.96,1999,Fully Furnished,23,23,25,0,6,6,3,Security Guard,None,East,Builder,Available
4447,Karnataka,Bangalore,Whitefield,Apartment,2,825,46.64,5653.83,2000,Semi Furnished,27,38,24,8,3,7,0,Security Guard,Gym,North-East,Builder,Available
4448,Madhya Pradesh,Indore,Scheme 54,Villa,3,1097,37.99,3463.48,2005,Semi Furnished,29,37,19,3,4,4,0,Gated Community,Swimming Pool,North,Individual,Sold
4449,Madhya Pradesh,Indore,Scheme 54,Apartment,4,1301,47.54,3653.97,2009,Fully Furnished,15,32,15,2,3,3,2,CCTV,None,South-East,Individual,Available
4450,Karnataka,Mysore,Vijayanagar,Villa,4,1563,88.22,5644.56,2008,Semi Furnished,21,37,16,4,0,1,2,CCTV,Playground,South,Agent,Sold
4451,West Bengal,Kolkata,Behala,House,3,1273,60.91,4785.06,1998,Unfurnished,1,3,26,0,7,2,3,Gated Community,"Playground, Swimming Pool",South-West,Individual,Available
4452,Karnataka,Mysore,Vijayanagar,Apartment,2,953,26.35,2764.74,2004,Unfurnished,15,29,20,0,5,1,0,CCTV,"Garden, Clubhouse, Library, Swimming Pool, Playground, Gym",South-East,Agent,Available
4453,Karnataka,Bangalore,HSR Layout,House,2,727,62.94,8656.94,2012,Semi Furnished,13,29,12,0,5,9,0,Gated Community,"Playground, Swimming Pool, Garden",South-West,Builder,Under Construction
4454,Gujarat,Ahmedabad,Thaltej,Apartment,2,1021,49.95,4891.92,2010,Fully Furnished,29,30,14,6,0,4,2,Gated Community,"Gym, Garden, Swimming Pool, Playground, Library, Clubhouse",North-East,Individual,Available
4455,Maharashtra,Pune,Baner,Apartment,3,1174,72.42,6168.72,1994,Unfurnished,22,35,30,6,5,7,1,CCTV,"Swimming Pool, Library, Garden, Gym",South,Individual,Available
4456,Rajasthan,Jaipur,Mansarovar,Apartment,2,871,27.0,3099.52,2011,Semi Furnished,24,32,13,8,7,6,3,CCTV,"Gym, Playground",North-East,Agent,Sold
4457,Tamil Nadu,Chennai,Velachery,Studio,5,2111,135.92,6438.87,2020,Fully Furnished,22,37,4,4,0,1,1,Gated Community,"Playground, Clubhouse, Garden, Gym, Swimming Pool",North-West,Agent,Under Construction
4458,Telangana,Hyderabad,Madhapur,Apartment,4,1608,109.91,6835.44,2004,Unfurnished,18,35,20,1,4,2,1,CCTV,"Swimming Pool, Garden, Library, Clubhouse, Gym, Playground",South,Individual,Available
4459,Tamil Nadu,Chennai,Anna Nagar,House,1,386,23.05,5971.41,2017,Semi Furnished,0,7,7,8,4,4,0,CCTV,"Playground, Gym, Swimming Pool, Library, Clubhouse, Garden",South,Agent,Under Construction
4460,Haryana,Gurgaon,Golf Course Road,Apartment,3,1433,182.14,12710.12,2004,Semi Furnished,27,32,20,3,5,6,0,Security Guard,None,North-East,Individual,Sold
4461,Karnataka,Bangalore,Koramangala,Apartment,3,945,80.1,8476.31,2008,Semi Furnished,9,24,16,4,1,5,0,None,"Garden, Swimming Pool, Gym, Clubhouse, Library, Playground",West,Agent,Sold
4462,Tamil Nadu,Chennai,Anna Nagar,Apartment,2,806,52.42,6503.18,2007,Unfurnished,3,16,17,0,2,3,3,CCTV,"Garden, Swimming Pool, Library, Clubhouse, Playground, Gym",North-East,Agent,Under Construction
4463,Maharashtra,Nagpur,Dharampeth,House,3,924,26.83,2903.5,1999,Semi Furnished,7,12,25,1,3,9,1,None,"Garden, Clubhouse, Playground, Gym",South-East,Builder,Available
4464,Maharashtra,Pune,Baner,House,2,530,27.64,5215.23,2004,Semi Furnished,3,22,20,7,6,7,1,Gated Community,"Clubhouse, Garden, Library, Playground",North,Builder,Available
4465,Tamil Nadu,Chennai,Velachery,Apartment,2,792,55.08,6955.07,2013,Fully Furnished,28,44,11,1,4,6,1,Security Guard,None,North-East,Builder,Available
4466,Maharashtra,Pune,Wakad,House,3,1121,59.58,5314.79,2009,Semi Furnished,9,15,15,7,7,5,0,Gated Community,Swimming Pool,North,Builder,Available
4467,Maharashtra,Pune,Wakad,Apartment,5,2311,156.87,6787.94,2000,Semi Furnished,21,36,24,0,1,8,3,Gated Community,None,West,Agent,Available
4468,Madhya Pradesh,Bhopal,Misrod,Studio,2,761,26.02,3419.83,1998,Semi Furnished,16,21,26,8,6,8,0,Gated Community,"Garden, Gym, Clubhouse, Swimming Pool",North-East,Agent,Available
4469,Kerala,Kochi,Kakkanad,House,3,1370,86.08,6282.93,1994,Unfurnished,12,24,30,8,2,5,1,Gated Community,"Swimming Pool, Gym, Clubhouse",North,Agent,Available
4470,Kerala,Kochi,Aluva,House,2,807,37.06,4592.24,2000,Fully Furnished,15,32,24,8,0,1,2,Security Guard,"Library, Gym, Swimming Pool",South-West,Individual,Under Construction
4471,Uttar Pradesh,Lucknow,Hazratganj,House,4,1419,72.46,5106.19,2016,Unfurnished,13,28,8,5,3,3,0,CCTV,"Garden, Playground, Gym, Swimming Pool",South,Builder,Available
4472,Haryana,Gurgaon,DLF Phase,Apartment,4,1335,108.99,8163.73,1991,Semi Furnished,5,5,33,1,7,4,0,Security Guard,None,South,Individual,Available
4473,West Bengal,Kolkata,New Town,Villa,2,595,31.35,5269.67,2009,Fully Furnished,0,11,15,0,4,1,3,None,"Gym, Library, Clubhouse, Swimming Pool, Garden, Playground",North,Agent,Sold
4474,Maharashtra,Mumbai,Bandra,Villa,4,1649,371.22,22511.85,2010,Unfurnished,16,29,14,5,1,1,2,Gated Community,None,South,Agent,Under Construction
4475,West Bengal,Kolkata,Behala,Apartment,2,1039,55.16,5309.3,2019,Unfurnished,10,16,5,3,7,4,3,Security Guard,None,North-East,Individual,Sold
4476,Karnataka,Bangalore,Electronic City,Villa,1,300,14.77,4921.84,1990,Semi Furnished,18,37,34,7,6,4,0,CCTV,None,South,Builder,Available
4477,Haryana,Gurgaon,DLF Phase,Apartment,3,1325,149.1,11253.01,2015,Unfurnished,25,26,9,7,0,7,3,None,None,North-West,Individual,Sold
4478,Punjab,Chandigarh,Mohali,Apartment,2,772,38.79,5024.57,2021,Semi Furnished,29,41,3,1,2,6,0,Gated Community,"Playground, Gym, Garden",North-East,Agent,Available
4479,Madhya Pradesh,Indore,Rau,Apartment,3,1040,45.11,4337.98,1998,Fully Furnished,25,36,26,1,5,1,2,Gated Community,Gym,North-West,Individual,Available
4480,Gujarat,Ahmedabad,Prahlad Nagar,Apartment,3,1253,75.7,6041.39,2010,Semi Furnished,3,21,14,3,1,1,3,CCTV,"Garden, Clubhouse, Swimming Pool, Gym",North-West,Agent,Available
4481,Madhya Pradesh,Bhopal,Kolar Road,Apartment,1,638,13.5,2115.87,2005,Unfurnished,1,2,19,8,7,6,2,Gated Community,None,North,Builder,Under Construction
4482,Maharashtra,Mumbai,Juhu,House,2,788,127.59,16192.04,2001,Semi Furnished,5,13,23,5,2,7,0,None,Playground,North-East,Builder,Under Construction
4483,West Bengal,Kolkata,Rajarhat,Apartment,2,924,56.47,6111.71,2016,,25,39,8,6,5,2,0,CCTV,None,South-East,Individual,Available
4484,Maharashtra,Mumbai,Juhu,House,2,846,135.02,15960.22,1996,Semi Furnished,14,17,28,2,4,3,2,Security Guard,"Gym, Clubhouse, Library, Playground",North-West,Builder,Under Construction
4485,Punjab,Chandigarh,Sector 22,Apartment,1,446,27.43,6150.78,2019,Fully Furnished,29,43,5,6,5,2,3,Gated Community,"Gym, Clubhouse, Swimming Pool, Garden, Playground",South,Agent,Available
4486,Tamil Nadu,Chennai,Velachery,Apartment,1,300,16.79,5598.21,2013,,26,39,11,2,1,6,2,Security Guard,"Clubhouse, Swimming Pool, Playground, Library, Gym",North-East,Builder,Available
4487,Haryana,Gurgaon,DLF Phase,Apartment,3,1273,159.94,12563.79,2019,Semi Furnished,4,20,5,1,3,1,2,CCTV,"Swimming Pool, Playground, Clubhouse, Gym, Garden",East,Builder,Available
4488,Maharashtra,Pune,Kothrud,Apartment,4,1380,72.14,5227.83,2009,Unfurnished,7,11,15,1,0,7,1,None,"Garden, Playground, Library, Clubhouse, Swimming Pool",South-West,Builder,Sold
4489,Tamil Nadu,Chennai,Porur,Villa,2,854,57.59,6743.31,2017,Fully Furnished,10,22,7,8,1,2,2,CCTV,"Gym, Library, Playground, Clubhouse, Garden",East,Builder,Sold
4490,Karnataka,Bangalore,Koramangala,Villa,2,1005,41.09,4088.08,1993,Semi Furnished,17,23,31,6,6,5,2,Gated Community,None,North-East,Agent,Available
4491,Gujarat,Ahmedabad,Satellite,Apartment,3,1470,75.16,5113.19,2001,Semi Furnished,6,6,23,4,4,1,1,Gated Community,None,North-East,Agent,Available
4492,West Bengal,Kolkata,Rajarhat,Apartment,5,1843,88.23,4787.09,1992,Fully Furnished,29,41,32,2,4,7,1,Gated Community,"Garden, Playground, Library",East,Agent,Under Construction
4493,Uttar Pradesh,Noida,Sector 137,House,2,866,54.65,6310.28,1993,Unfurnished,19,22,31,7,2,5,2,Security Guard,"Playground, Gym, Swimming Pool",South-East,Agent,Sold
4494,Madhya Pradesh,Indore,AB Road,Apartment,4,1494,56.85,3804.98,2004,Semi Furnished,15,27,20,1,,5,0,Gated Community,Clubhouse,North-West,Builder,Under Construction
4495,West Bengal,Kolkata,New Town,Apartment,3,1221,66.51,5447.2,2017,Semi Furnished,14,26,7,2,3,8,1,CCTV,"Gym, Garden, Playground",East,Individual,Available
4496,West Bengal,Kolkata,Behala,Villa,5,2288,122.92,5372.3,1998,Semi Furnished,3,5,26,4,4,8,2,CCTV,"Swimming Pool, Playground, Library, Clubhouse, Garden, Gym",South-West,Agent,Available
4497,Rajasthan,Jaipur,Mansarovar,Apartment,2,931,49.44,5310.88,2003,Fully Furnished,3,10,21,0,6,8,0,Gated Community,"Clubhouse, Garden, Swimming Pool, Library, Gym",South-East,Individual,Available
4498,Maharashtra,Nagpur,Sadar,Penthouse,5,1902,84.23,4428.73,2021,Unfurnished,26,34,3,5,4,3,3,Security Guard,"Playground, Swimming Pool, Library, Clubhouse, Gym",West,Individual,Available
4499,Gujarat,Ahmedabad,Motera,Villa,2,693,26.35,3802.95,1992,Semi Furnished,3,9,32,1,4,8,0,CCTV,None,North,Builder,Available
4500,Maharashtra,Nagpur,Hingna,Apartment,5,2002,67.42,3367.58,2007,Semi Furnished,1,5,17,6,0,5,3,Gated Community,"Swimming Pool, Clubhouse",North-West,Individual,Available
4501,Tamil Nadu,Chennai,Adyar,Apartment,2,812,39.47,4860.96,2003,Fully Furnished,18,21,21,6,0,1,2,CCTV,"Library, Clubhouse, Playground, Gym",North,Individual,Under Construction
4502,Madhya Pradesh,Bhopal,Kolar Road,Villa,3,1219,34.06,2794.21,2014,Fully Furnished,7,9,10,0,4,4,2,Security Guard,Playground,South-West,Builder,Sold
4503,Maharashtra,Pune,Viman Nagar,Apartment,3,976,67.95,6962.46,2015,Unfurnished,13,20,9,3,7,5,1,Security Guard,None,North-West,Builder,Available
4504,Madhya Pradesh,Bhopal,MP Nagar,Studio,3,1499,48.81,3256.34,1995,Semi Furnished,15,18,29,0,0,8,3,Gated Community,None,South,Agent,Available
4505,Kerala,Kochi,Kakkanad,Villa,3,1514,54.17,3578.03,2015,Semi Furnished,25,35,9,9,4,2,0,CCTV,"Playground, Swimming Pool, Gym, Library",North-East,Individual,Available
4506,Maharashtra,Pune,Kothrud,Apartment,2,871,52.48,6025.39,1990,Fully Furnished,20,29,34,6,7,6,0,Gated Community,"Library, Garden, Gym, Clubhouse, Swimming Pool, Playground",North,Individual,Under Construction
4507,Delhi,Delhi,Rohini,Villa,3,1069,57.5,5378.98,2010,Semi Furnished,9,10,14,4,2,4,0,CCTV,"Garden, Swimming Pool, Gym",East,Builder,Sold
4508,Tamil Nadu,Chennai,Adyar,Apartment,4,1505,114.61,7615.1,2003,Fully Furnished,20,33,21,7,2,3,2,Gated Community,None,South-West,Individual,Under Construction
4509,Tamil Nadu,Chennai,Adyar,Apartment,1,300,15.6,5199.65,1997,Unfurnished,20,27,27,0,7,9,3,Gated Community,None,North-East,Individual,Sold
4510,Uttar Pradesh,Noida,Sector 18,Villa,3,1045,46.85,4483.52,2014,Semi Furnished,22,27,10,9,6,5,2,CCTV,"Playground, Garden, Gym, Clubhouse",North-West,Individual,Sold
4511,Maharashtra,Mumbai,Dadar,Villa,4,1504,245.76,16340.61,2007,Fully Furnished,24,26,17,3,0,2,2,CCTV,"Library, Garden, Swimming Pool, Clubhouse",West,Builder,Available
4512,Rajasthan,Jaipur,Malviya Nagar,Villa,3,1263,63.63,5038.35,2004,Unfurnished,16,32,20,8,2,3,0,None,"Garden, Gym, Playground, Swimming Pool, Library, Clubhouse",South-West,Individual,Under Construction
4513,Telangana,Hyderabad,Kukatpally,Apartment,3,1219,74.58,6118.46,2009,Fully Furnished,17,26,15,9,5,9,1,Security Guard,None,South-East,Builder,Available
4514,Tamil Nadu,Chennai,Porur,Villa,4,1828,122.39,6695.3,2005,Fully Furnished,23,37,19,0,2,8,0,Security Guard,"Clubhouse, Garden, Gym",West,Individual,Available
4515,Punjab,Chandigarh,Sector 22,Apartment,3,971,62.32,6417.88,1996,Semi Furnished,7,14,28,2,7,6,2,None,Playground,South-West,Agent,Under Construction
4516,Karnataka,Mysore,Kuvempunagar,Villa,3,1067,42.94,4024.3,2018,Unfurnished,28,34,6,1,6,8,0,Gated Community,"Swimming Pool, Playground, Garden, Clubhouse, Library, Gym",South,Builder,Sold
4517,Kerala,Kochi,Marine Drive,Villa,5,1699,94.76,5577.37,2020,Fully Furnished,10,16,4,8,6,1,2,Gated Community,Playground,South,Individual,Available
4518,Rajasthan,Jaipur,Vaishali Nagar,Villa,4,1621,62.29,3842.59,2018,Semi Furnished,26,38,6,9,3,2,0,CCTV,"Playground, Clubhouse, Gym",South,Builder,Available
4519,Madhya Pradesh,Indore,Rau,Studio,3,1440,63.76,4427.51,2006,Semi Furnished,3,6,18,4,3,6,3,Gated Community,Clubhouse,North-West,Builder,Available
4520,West Bengal,Kolkata,Salt Lake,House,1,329,15.88,4827.43,1994,Unfurnished,27,44,30,5,4,5,0,Gated Community,Playground,North-East,Builder,Available
4521,Telangana,Hyderabad,Kukatpally,Penthouse,2,1004,66.05,6579.0,2007,Semi Furnished,18,24,17,7,7,1,2,Gated Community,"Library, Gym, Swimming Pool",South-West,Builder,Available
4522,Kerala,Kochi,Kakkanad,Penthouse,3,1304,59.19,4539.03,2003,Semi Furnished,16,18,21,8,1,4,3,Gated Community,"Gym, Swimming Pool, Library, Clubhouse, Garden",North-East,Builder,Sold
4523,Maharashtra,Pune,Baner,House,3,1330,120.36,9049.89,2020,Unfurnished,28,41,4,7,1,8,1,Security Guard,"Garden, Playground",East,Individual,Available
4524,Maharashtra,Pune,Hinjewadi,Studio,2,887,68.56,7729.62,2007,Semi Furnished,1,1,17,7,3,9,3,CCTV,Library,South-East,Builder,Available
4525,Gujarat,Ahmedabad,Thaltej,House,1,670,22.69,3385.93,2014,Semi Furnished,2,2,10,0,5,1,0,Gated Community,"Gym, Playground, Library",West,Agent,Available
4526,Uttar Pradesh,Noida,Sector 18,House,2,769,46.22,6010.35,2000,Unfurnished,18,33,24,9,4,2,3,None,"Swimming Pool, Gym, Playground, Library, Clubhouse, Garden",North,Builder,Under Construction
4527,Telangana,Hyderabad,Jubilee Hills,Apartment,3,1303,69.58,5340.14,2015,Unfurnished,16,29,9,0,3,3,0,None,"Playground, Garden, Gym, Clubhouse",South-West,Agent,Sold
4528,Gujarat,Ahmedabad,Bopal,Apartment,4,1876,68.92,3673.83,1994,Semi Furnished,19,26,30,7,2,7,2,CCTV,"Library, Gym, Swimming Pool, Playground, Garden, Clubhouse",South-East,Builder,Sold
4529,Telangana,Hyderabad,Kukatpally,House,4,1446,106.04,7333.6,2005,Unfurnished,15,15,19,0,4,5,2,Security Guard,"Playground, Garden, Gym, Clubhouse",North-East,Builder,Under Construction
4530,Tamil Nadu,Chennai,Adyar,Apartment,2,767,46.3,6037.02,1997,Fully Furnished,4,7,27,4,5,2,2,Security Guard,"Swimming Pool, Garden",East,Builder,Available
4531,Maharashtra,Pune,Baner,House,2,886,63.55,7172.9,2002,Unfurnished,1,4,22,3,4,3,0,CCTV,Clubhouse,West,Individual,Under Construction
4532,Kerala,Kochi,Edapally,Apartment,2,671,43.08,6420.9,2021,Fully Furnished,23,26,3,4,1,8,1,CCTV,Playground,East,Builder,Available
4533,Haryana,Gurgaon,Golf Course Road,Apartment,2,664,68.45,10308.4,2016,Fully Furnished,6,20,8,7,1,4,2,Security Guard,"Clubhouse, Gym",North,Individual,Available
4534,Maharashtra,Pune,Wakad,House,3,1504,106.41,7075.28,2015,Fully Furnished,6,21,9,9,1,9,2,Gated Community,"Gym, Playground, Garden, Library",East,Builder,Available
4535,Maharashtra,Mumbai,Dadar,Studio,2,678,100.38,14804.58,1998,Fully Furnished,8,17,26,7,0,6,3,Security Guard,Clubhouse,East,Builder,Available
4536,Karnataka,Bangalore,HSR Layout,Apartment,1,345,29.78,8632.5,1996,Fully Furnished,13,16,28,3,2,8,2,Gated Community,"Swimming Pool, Garden, Clubhouse, Playground, Gym, Library",South-East,Agent,Sold
4537,Maharashtra,Pune,Viman Nagar,House,2,832,50.74,6098.24,1997,Fully Furnished,15,28,27,7,6,6,0,Security Guard,"Playground, Library, Swimming Pool",South,Builder,Available
4538,Uttar Pradesh,Lucknow,Indiranagar,House,2,864,36.14,4182.71,1991,Semi Furnished,11,23,33,9,2,2,3,Gated Community,Garden,North,Builder,Available
4539,Maharashtra,Pune,Viman Nagar,Apartment,1,318,12.4,3899.75,2007,Semi Furnished,23,24,17,4,2,8,3,None,Clubhouse,South-East,Individual,Sold
4540,Punjab,Chandigarh,Sector 34,Apartment,3,1168,58.38,4997.93,2013,Semi Furnished,17,17,11,3,2,7,0,Security Guard,"Clubhouse, Garden, Gym, Library, Playground",South-West,Builder,Under Construction
4541,Gujarat,Ahmedabad,Bopal,Apartment,2,649,28.95,4460.14,2023,Semi Furnished,7,22,1,6,5,4,1,CCTV,"Clubhouse, Playground, Library, Swimming Pool",North-East,Individual,Available
4542,Karnataka,Mysore,Nazarbad,Apartment,2,716,33.5,4678.38,2000,Fully Furnished,14,29,24,2,2,6,1,Security Guard,None,North,Individual,Available
4543,Haryana,Gurgaon,Sohna Road,Apartment,2,904,93.21,10310.76,1999,Semi Furnished,25,31,25,4,7,9,1,Security Guard,"Garden, Clubhouse, Swimming Pool, Gym",South,Agent,Available
4544,Tamil Nadu,Chennai,Anna Nagar,Apartment,3,1335,98.56,7382.91,2018,Unfurnished,16,23,6,4,5,1,1,None,"Gym, Clubhouse, Swimming Pool, Garden, Playground",North-West,Individual,Under Construction
4545,Uttar Pradesh,Lucknow,Mahanagar,Apartment,5,2152,94.76,4403.28,1995,Semi Furnished,25,28,29,4,2,9,0,CCTV,"Swimming Pool, Clubhouse, Library, Gym",West,Individual,Under Construction
4546,Uttar Pradesh,Lucknow,Hazratganj,House,3,1199,43.76,3649.78,1999,Fully Furnished,11,24,25,1,0,4,0,CCTV,"Library, Garden, Playground, Clubhouse, Gym",North,Builder,Under Construction
4547,Karnataka,Mysore,Vijayanagar,Villa,3,1170,63.41,5419.48,2019,Semi Furnished,10,20,5,9,4,1,1,Security Guard,"Playground, Garden",West,Builder,Available
4548,Madhya Pradesh,Indore,Palasia,Villa,4,1403,59.07,4210.14,2017,Unfurnished,11,27,7,6,7,8,3,CCTV,"Playground, Garden, Library",East,Individual,Under Construction
4549,Uttar Pradesh,Lucknow,Indiranagar,Apartment,2,746,32.06,4297.12,2018,Fully Furnished,24,24,6,9,1,8,3,Gated Community,None,North-East,Individual,Sold
4550,Maharashtra,Pune,Hinjewadi,House,2,826,58.76,7113.55,2014,Semi Furnished,9,25,10,6,1,9,2,CCTV,None,North-East,Builder,Under Construction
4551,Gujarat,Ahmedabad,Motera,House,2,963,43.44,4511.41,2016,Fully Furnished,2,3,8,7,1,1,1,Gated Community,None,West,Individual,Available
4552,Delhi,Delhi,Saket,Apartment,2,510,50.45,9891.74,2023,Fully Furnished,6,23,1,6,5,2,3,Security Guard,"Gym, Garden",North-West,Builder,Available
4553,Karnataka,Bangalore,Electronic City,Studio,3,1149,96.77,8421.79,2023,Fully Furnished,4,6,1,0,2,6,3,None,"Swimming Pool, Clubhouse",South-East,Agent,Available
